city,state,median_sale_price
Bulverde,Texas,459042.0
Bunk Foss,Washington,842000.0
Bunker Hill,Illinois,122500.25
Bunker Hill,Oregon,250000.0
Bunker Hill Village,Texas,2025000.0
Bunn,North Carolina,220000.0
Bunnell,Florida,277990.0
Bunnlevel,North Carolina,291750.0
Buras,Louisiana,125000.0
Burbank,California,1162500.0
Burbank,Illinois,300000.0
Burbank,South Dakota,170000.0
Burbank,Washington,600000.0
Burgaw,North Carolina,280000.0
Burgettstown,Pennsylvania,97500.0
Burien,Washington,650499.5
Burkburnett,Texas,185500.0
Burke,Texas,359000.0
Burke,Virginia,745000.0
Burke Centre,Virginia,600750.0
Burkittsville,Maryland,442000.0
Burleigh,New Jersey,559100.0
Burleson,Texas,345000.0
Burley,Idaho,308000.0
Burley,Washington,579550.0
Burlingame,California,2437500.0
Burlingame,Kansas,129900.0
Burlington,Illinois,270000.0
Burlington,Indiana,200000.0
Burlington,Iowa,104250.0
Burlington,Kentucky,272000.0
Burlington,Massachusetts,825000.0
Burlington,Michigan,330000.0
Burlington,New Jersey,273825.0
Burlington,New York,132500.0
Burlington,North Carolina,271100.0
Burlington,North Dakota,253250.0
Burlington,Ohio,137000.0
Burlington,Vermont,520000.0
Burlington,Washington,460000.0
Burlington,Wisconsin,308750.0
Burlington Junction,Missouri,118000.0
Burlison,Tennessee,289900.0
Burnettown,South Carolina,307900.0
Burney,California,228500.0
Burneyville,Oklahoma,131750.0
Burnham,Illinois,190950.0
Burnham,Pennsylvania,92500.0
Burns,Tennessee,355756.25
Burns Harbor,Indiana,305000.0
Burnside,Kentucky,169000.0
Burnsville,Minnesota,330424.0
Burnt Mills,Maryland,615000.0
Burnt Store Marina,Florida,416000.0
Burr Oak,Michigan,118500.0
Burr Ridge,Illinois,717250.0
Burrillville,Rhode Island,434000.0
Burrton,Kansas,145000.0
Burt,Michigan,160500.0
Burton,Michigan,164950.0
Burton,Ohio,260000.0
Burton,South Carolina,350000.0
Burton,Texas,517000.0
Burtons Bridge,Illinois,97000.0
Burtonsville,Maryland,600250.0
Bushland,Texas,425000.0
Bushnell,Florida,259742.5
Bushnell,Illinois,85000.0
Bushyhead,Oklahoma,441000.0
Busti,New York,245000.0
Butler,Indiana,127725.0
Butler,Kentucky,138725.0
Butler,Missouri,162123.0
Butler,New Jersey,495000.0
Butler,New York,196250.0
Butler,Ohio,225000.0
Butler,Pennsylvania,123500.0
Butler,Wisconsin,237500.0
Butler Beach,Florida,593500.0
Butlerville,Indiana,180000.0
Butner,North Carolina,325000.0
Butte,Alaska,461500.0
Butte Creek Canyon,California,860000.0
Butte Falls,Oregon,270000.0
Butte Meadows,California,112000.0
Butte Valley,California,749000.0
Butte des Morts,Wisconsin,321375.0
Butte-Silver Bow (balance),Montana,293250.0
Butternuts,New York,265500.0
Buttonwillow,California,301000.0
Buxton,North Carolina,395500.0
Buzzards Bay,Massachusetts,489500.0
Byars,Oklahoma,215000.0
Byers,Colorado,517000.0
Byesville,Ohio,149000.0
Byhalia,Mississippi,297945.0
Byng,Oklahoma,258000.0
Byram,Connecticut,975000.0
Byram,Mississippi,212750.0
Byram Center,New Jersey,472000.0
Byrnes Mill,Missouri,293500.0
Byron,California,636500.0
Byron,Georgia,256825.0
Byron,Illinois,235000.0
Byron,Michigan,260000.0
Byron,Minnesota,339250.0
Byron,New York,200000.0
Byron Center,Michigan,431734.5
Bystrom,California,366250.0
Cabana Colony,Florida,445000.0
Cabazon,California,372000.0
Cabin John,Maryland,1625750.0
Cabot,Arkansas,235356.25
Cabot,Vermont,165114.5
Cache,Oklahoma,212500.0
Cactus Flats,Arizona,318956.25
Cactus Forest,Arizona,344000.0
Caddo,Oklahoma,195000.0
Caddo Mills,Texas,304375.0
Caddo Valley,Arkansas,171000.0
Cade,Louisiana,332725.0
Cadillac,Michigan,174950.0
Cadiz,Kentucky,175850.0
Cadott,Wisconsin,250000.0
Cadyville,New York,244000.0
Caesars Head,South Carolina,463410.0
Cahokia Heights,Illinois,50000.0
Cairo,Illinois,155000.0
Cairo,Missouri,169900.0
Cairo,Nebraska,173500.0
Cajah's Mountain,North Carolina,263990.0
Calabasas,California,1362500.0
Calabash,North Carolina,306182.5
Calcium,New York,287000.0
Calcutta,Ohio,187375.0
Caldwell,Idaho,389990.0
Caldwell,Kansas,89750.0
Caldwell,New Jersey,633000.0
Caldwell,Texas,262072.5
Caledonia,Michigan,372500.0
Caledonia,Minnesota,192563.0
Caledonia,New York,216250.0
Caledonia,Ohio,126725.0
Caledonia,Wisconsin,360000.0
Calera,Alabama,245400.0
Calera,Oklahoma,248000.0
Calexico,California,364000.0
Calhoun,Georgia,272340.0
Calhoun,Kentucky,135500.0
Calhoun,Louisiana,247000.0
Calhoun,Tennessee,272500.0
Califon,New Jersey,730500.0
California,Maryland,380000.0
California,Missouri,200850.0
California,Pennsylvania,122000.0
California City,California,300000.0
California Hot Springs,California,309000.0
Calimesa,California,547500.0
Calipatria,California,235000.0
Calistoga,California,895750.0
Callahan,Florida,362000.0
Callaway,Florida,275450.0
Callaway,Maryland,490000.0
Callisburg,Texas,306201.5
Caln,Pennsylvania,256000.0
Calumet,Michigan,153750.0
Calumet,Minnesota,155000.0
Calumet City,Illinois,160000.0
Calumet Park,Illinois,162500.0
Calvert,Texas,224825.0
Calvert Beach,Maryland,386500.0
Calverton,Maryland,421000.0
Calverton,New York,419000.0
Calverton Park,Missouri,89900.0
Calwa,California,263500.0
Camanche,Iowa,195000.0
Camano,Washington,754975.0
Camargo,Kentucky,154000.0
Camarillo,California,793000.0
Camas,Washington,804423.5
Cambria,California,961250.0
Cambria,Illinois,155000.0
Cambria,Michigan,115000.0
Cambria,New York,303500.0
Cambria,Wisconsin,245500.0
Cambrian Park,California,2375000.0
Cambridge,Illinois,121000.0
Cambridge,Iowa,223500.0
Cambridge,Kansas,59900.0
Cambridge,Kentucky,161000.0
Cambridge,Maryland,240000.0
Cambridge,Massachusetts,1455000.0
Cambridge,Minnesota,279900.0
Cambridge,New York,215000.0
Cambridge,Ohio,130000.0
Cambridge,Wisconsin,344725.0
Cambridge City,Indiana,126250.0
Cambridge Springs,Pennsylvania,114974.5
Camden,Arkansas,114375.0
Camden,Delaware,276500.0
Camden,Indiana,184000.0
Camden,Michigan,129000.0
Camden,New Jersey,151725.0
Camden,New York,160000.0
Cameron,Missouri,225875.0
Cameron,North Carolina,338730.0
Cameron,West Virginia,27000.0
Cameron Park,California,625000.0
Camillus,New York,235000.0
Camino,California,539000.0
Camino Tassajara,California,2344000.0
Cammack Village,Arkansas,415000.0
Camp Croft,South Carolina,193625.0
Camp Hill,Pennsylvania,300000.0
Camp Lake,Wisconsin,295625.0
Camp Nelson,California,292500.0
Camp Point,Illinois,147500.0
Camp Springs,Maryland,415000.0
Camp Swift,Texas,285000.0
Camp Verde,Arizona,435000.0
Campbell,California,1715000.0
Campbell,Florida,357950.0
Campbell,Missouri,108600.0
Campbell,New York,144000.0
Campbell,Ohio,119625.0
Campbell,Texas,200000.0
Campbell Hill,Illinois,99450.0
Campbellsburg,Indiana,59375.0
Campbellsburg,Kentucky,186000.0
Campbellsport,Wisconsin,339950.0
Campbellsville,Kentucky,195000.0
Campbelltown,Pennsylvania,378222.5
Campion,Colorado,615000.0
Campo,California,451250.0
Campobello,South Carolina,425000.0
Campton Hills,Illinois,655625.0
Camptown,Virginia,209000.0
Canaan,Connecticut,255900.0
Canaan,New Hampshire,275000.0
Canaan,New York,640000.0
Canadian,Oklahoma,114500.0
Canadian Lakes,Michigan,309500.0
Canadice,New York,343250.0
Canadohta Lake,Pennsylvania,150000.0
Canajoharie,New York,160000.0
Canal Fulton,Ohio,245000.0
Canal Lewisville,Ohio,57500.0
Canal Point,Florida,155000.0
Canal Winchester,Ohio,349000.0
Canandaigua,New York,289000.0
Canastota,New York,176500.0
Canby,Oregon,542500.0
Candler-McAfee,Georgia,300257.5
Candlewick Lake,Illinois,223000.0
Candlewood Isle,Connecticut,707500.0
Candlewood Knolls,Connecticut,725000.0
Candlewood Lake,Ohio,369750.0
Candlewood Lake Club,Connecticut,1252500.0
Candlewood Orchards,Connecticut,1205400.0
Candlewood Shores,Connecticut,635000.0
Candor,New York,222130.0
Canehill,Arkansas,200000.0
Caney,Kansas,78500.0
Caney City,Texas,303175.0
Canfield,Ohio,304950.0
Canisteo,New York,104386.5
Canistota,South Dakota,204000.0
Cannon Beach,Oregon,901500.0
Cannon Falls,Minnesota,288975.0
Cannonsburg,Kentucky,475000.0
Cannonsburg,Michigan,269250.0
Canonsburg,Pennsylvania,255000.0
Canterwood,Washington,1185000.0
Canton,Georgia,465000.0
Canton,Illinois,98125.0
Canton,Kansas,99350.0
Canton,Massachusetts,655000.0
Canton,Minnesota,182000.0
Canton,Mississippi,198725.0
Canton,Missouri,155500.0
Canton,New York,180000.0
Canton,North Carolina,370000.0
Canton,Ohio,120000.0
Canton,Pennsylvania,155000.0
Canton,South Dakota,249900.0
Canton Valley,Connecticut,233250.0
Cantrall,Illinois,40000.0
Cantua Creek,California,220000.0
Canutillo,Texas,314250.0
Canyon,Texas,274450.0
Canyon Creek,Texas,289250.0
Canyon Creek,Washington,502500.0
Canyon Lake,California,651250.0
Canyon Lake,Texas,450000.0
Canyonville,Oregon,252000.0
Capac,Michigan,195000.0
Cape Canaveral,Florida,357500.0
Cape Carteret,North Carolina,403000.0
Cape Coral,Florida,385500.0
Cape Elizabeth,Maine,900000.0
Cape Girardeau,Missouri,199150.0
Cape May,New Jersey,902500.0
Cape May Court House,New Jersey,446750.0
Cape May Point,New Jersey,665000.0
Cape Neddick,Maine,728627.25
Cape St. Claire,Maryland,543750.0
Cape Vincent,New York,170000.0
Capitan,New Mexico,275000.0
Capitol Heights,Maryland,340450.0
Capitola,California,1108750.0
Capitola,Florida,349500.0
Capon Bridge,West Virginia,266000.0
Capron,Illinois,169900.0
Captain Cook,Hawaii,698500.0
Captiva,Florida,1942500.0
Caraway,Arkansas,110600.0
Carbon,Indiana,2793.0
Carbon Cliff,Illinois,150000.0
Carbon Hill,Alabama,119000.0
Carbonado,Washington,425000.0
Carbondale,Colorado,1250000.0
Carbondale,Illinois,116000.0
Carbondale,Kansas,175000.0
Carbondale,Pennsylvania,145000.0
Carbonville,Utah,348250.0
Cardington,Ohio,220000.0
Cardwell,Missouri,70250.0
Carefree,Arizona,1075000.0
Carencro,Louisiana,232251.25
Carey,Idaho,466750.0
Carl,Georgia,388000.0
Carl Junction,Missouri,249900.0
Carle Place,New York,870000.0
Carleton,Michigan,264000.0
Carlin,Nevada,186250.0
Carlinville,Illinois,134500.0
Carlisle,Arkansas,171500.0
Carlisle,Indiana,175000.0
Carlisle,Iowa,273950.0
Carlisle,Massachusetts,1322554.0
Carlisle,New York,239900.0
Carlisle,Ohio,261175.0
Carlisle,Pennsylvania,250000.0
Carlisle-Rockledge,Alabama,191250.0
Carlls Corner,New Jersey,287875.0
Carlock,Illinois,222000.0
Carlos,Minnesota,250000.0
Carlsbad,California,1468750.0
Carlsbad,New Mexico,310000.0
Carlsbad,Texas,175000.0
Carlsborg,Washington,565000.0
Carlstadt,New Jersey,665000.0
Carlton,Montana,950000.0
Carlton,New York,200900.0
Carlton,Oregon,546550.0
Carlton Landing,Oklahoma,620000.0
Carlyle,Illinois,167450.0
Carlyss,Louisiana,212990.0
Carmel,California,2537500.0
Carmel,Indiana,472500.0
Carmel,New York,517500.0
Carmel Hamlet,New York,418750.0
Carmel Valley Village,California,1875000.0
Carmichael,California,551250.0
Carmody Hills-Pepper Mill Village,Maryland,360000.0
Carnation,Washington,1106625.0
Carnegie,Pennsylvania,217500.0
Carnelian Bay,California,1275000.0
Carney,Maryland,310250.0
Carney,Oklahoma,212250.0
Carneys Point,New Jersey,219000.0
Carnot-Moon,Pennsylvania,258750.0
Caroga,New York,237200.0
Caroga Lake,New York,203500.0
Carol Stream,Illinois,345000.0
Caroleen,North Carolina,205000.0
Carolina,Rhode Island,407500.0
Carolina Beach,North Carolina,671250.0
Carolina Forest,South Carolina,315000.0
Carolina Shores,North Carolina,305000.0
Caroline,New York,279900.0
Caroline,Wisconsin,283000.0
Carpentersville,Illinois,252000.0
Carpinteria,California,1000000.0
Carrboro,North Carolina,532000.0
Carriage Club,Colorado,1294950.0
Carrier,Oklahoma,127000.0
Carrizozo,New Mexico,134250.0
Carroll,Iowa,190000.0
Carroll,Ohio,283600.0
Carroll Valley,Pennsylvania,356875.0
Carrollton,Alabama,140000.0
Carrollton,Georgia,305400.0
Carrollton,New York,74900.0
Carrollton,Ohio,173500.0
Carrollton,Texas,425000.0
Carrollton,Virginia,372646.25
Carrolltown,Pennsylvania,127500.0
Carrollwood,Florida,393597.5
Carson,California,750750.0
Carson,Iowa,130000.0
Carson,Washington,426000.0
Carson City,Michigan,176325.0
Carson City,Nevada,505000.0
Carter,Texas,369900.0
Carter Lake,Iowa,196000.0
Carter Springs,Nevada,422500.0
Carteret,New Jersey,490000.0
Cartersville,Georgia,347500.0
Carterville,Illinois,223700.0
Carterville,Missouri,173330.0
Carthage,Illinois,105500.0
Carthage,Missouri,196500.0
Carthage,New York,188625.0
Carthage,North Carolina,339830.0
Carthage,Tennessee,274250.0
Caruthers,California,225375.0
Carver,Massachusetts,568550.0
Carver,Minnesota,487495.5
Cary,Illinois,340000.0
Cary,North Carolina,541500.0
Caryville,Tennessee,523375.0
Casa Conejo,California,843750.0
Casa Grande,Arizona,324492.5
Casa de Oro-Mount Helix,California,1048500.0
Casas Adobes,Arizona,350000.0
Cascade,Iowa,220500.0
Cascade,Montana,393225.0
Cascade,Wisconsin,225000.0
Cascade Locks,Oregon,405000.0
Cascade Valley,Washington,460000.0
Cascades,Virginia,636500.0
Casco,Maine,424000.0
Casco,Wisconsin,250000.0
Casey,Iowa,182000.0
Caseyville,Illinois,190375.0
Cashiers,North Carolina,1242750.0
Cashmere,Washington,535000.0
Casnovia,Michigan,252500.0
Caspar,California,1139500.0
Casper,Wyoming,286000.0
Casper Mountain,Wyoming,515000.0
Cass Lake,Minnesota,257500.0
Cassadaga,New York,169900.0
Casselberry,Florida,342900.0
Cassopolis,Michigan,170000.0
Casstown,Ohio,221450.0
Cassville,West Virginia,249990.0
Cassville,Wisconsin,194500.0
Castaic,California,840750.0
Castalia,Ohio,187500.0
Castalian Springs,Tennessee,450000.0
Castanea,Pennsylvania,188250.0
Castle Hayne,North Carolina,280000.0
Castle Hill,California,1670000.0
Castle Hills,Texas,472500.0
Castle Pines,Colorado,875000.0
Castle Pines North,Colorado,885000.0
Castle Pines Village,Colorado,1625000.0
Castle Point,Missouri,61500.0
Castle Rock,Colorado,602500.0
Castle Rock,Washington,352000.0
Castle Shannon,Pennsylvania,210000.0
Castleton,Vermont,291250.0
Castleton-on-Hudson,New York,263000.0
Castlewood,Colorado,617500.0
Castlewood,South Dakota,129000.0
Castro Valley,California,1080000.0
Castroville,California,800000.0
Castroville,Texas,411785.0
Caswell Beach,North Carolina,645250.0
Catahoula,Louisiana,170000.0
Catalina,Arizona,444750.0
Catalina Foothills,Arizona,582525.0
Catasauqua,Pennsylvania,259350.0
Catawba,North Carolina,308749.25
Catawba,South Carolina,85000.0
Catawissa,Pennsylvania,120000.0
Cathan,Washington,856250.0
Cathcart,Washington,1018193.25
Cathedral City,California,525000.0
Catherine,Colorado,2460000.0
Catlett,Virginia,662500.0
Catlettsburg,Kentucky,105000.0
Catlin,Illinois,143500.0
Catlin,New York,306500.0
Cato,New York,226950.0
Catonsville,Maryland,415000.0
Catoosa,Oklahoma,197450.0
Cattaraugus,New York,113250.0
Cattle Creek,Colorado,1450000.0
Cavalero,Washington,709000.0
Cave City,Arkansas,126750.0
Cave City,Kentucky,177500.0
Cave Creek,Arizona,965000.0
Cave Junction,Oregon,306307.5
Cave Spring,Georgia,192000.0
Cave Spring,Virginia,315398.0
Cave Springs,Arkansas,559625.0
Cavendish,Vermont,260000.0
Cavetown,Maryland,331725.0
Cayucos,California,1361250.0
Cayuga,Indiana,156250.0
Cayuga,New York,297000.0
Cayuga Heights,New York,643750.0
Cazadero,California,500000.0
Cazenovia,New York,452000.0
Cañada de los Alamos,New Mexico,660000.0
Cañon City,Colorado,302725.0
Cañoncito,New Mexico,659500.0
Cearfoss,Maryland,327500.0
Cecil,Wisconsin,220000.0
Cecil-Bishop,Pennsylvania,360000.0
Cecilia,Louisiana,176500.0
Cecilton,Maryland,383000.0
Cedar,Michigan,374250.0
Cedar Bluff,Virginia,95000.0
Cedar Bluffs,Nebraska,193750.0
Cedar City,Utah,392450.0
Cedar Creek,Nebraska,627250.0
Cedar Creek,Texas,475000.0
Cedar Crest,Massachusetts,645000.0
Cedar Falls,Iowa,273500.0
Cedar Flat,California,1201000.0
Cedar Fort,Utah,685000.0
Cedar Glen Lakes,New Jersey,150000.0
Cedar Glen West,New Jersey,103550.0
Cedar Grove,Florida,284950.0
Cedar Grove,Indiana,219900.0
Cedar Grove,West Virginia,15000.0
Cedar Grove,Wisconsin,325000.0
Cedar Heights,Maryland,322500.0
Cedar Highlands,Utah,893700.0
Cedar Hill,Missouri,225500.0
Cedar Hill,New Mexico,492000.0
Cedar Hill,Tennessee,325000.0
Cedar Hill,Texas,361875.0
Cedar Hill Lakes,Missouri,155000.0
Cedar Hills,Oregon,599000.0
Cedar Hills,Utah,701000.0
Cedar Key,Florida,370000.0
Cedar Knolls,New Jersey,642500.0
Cedar Lake,Indiana,302000.0
Cedar Lake,Oklahoma,65000.0
Cedar Mill,Oregon,835000.0
Cedar Park,Texas,477750.0
Cedar Point,Illinois,246000.0
Cedar Point,North Carolina,562950.0
Cedar Rapids,Iowa,184750.0
Cedar Ridge,California,350000.0
Cedar Rock,North Carolina,408750.0
Cedar Springs,Michigan,316225.0
Cedar Valley,Oklahoma,368500.0
Cedarburg,Wisconsin,460500.0
Cedarhurst,New York,1176250.0
Cedartown,Georgia,188250.0
Cedarville,Arkansas,246825.0
Cedarville,Illinois,144000.0
Cedarville,Maryland,138999.0
Cedarville,New Jersey,133000.0
Cedarville,Ohio,257500.0
Celebration,Florida,616750.0
Celeryville,Ohio,50100.0
Celeste,Texas,347500.0
Celina,Ohio,183000.0
Celina,Texas,585769.0
Celoron,New York,133250.25
Cement City,Michigan,378475.0
Cementon,Pennsylvania,296450.0
Centennial,Colorado,560250.0
Centennial,Wyoming,215400.0
Center,North Dakota,191000.0
Center City,Minnesota,365000.0
Center Hill,Florida,280000.0
Center Junction,Iowa,60000.0
Center Line,Michigan,172500.0
Center Moriches,New York,640000.0
Center Point,Alabama,134500.0
Center Point,Indiana,159950.0
Center Point,Iowa,196375.0
Center Point,New Mexico,515000.0
Center Point,Texas,399900.0
Centerburg,Ohio,316066.5
Centereach,New York,576250.0
Centerport,New York,880000.0
Centerton,Arkansas,399875.0
Centertown,Missouri,109900.0
Centerview,Missouri,345000.0
Centerville,Arkansas,265000.0
Centerville,California,545000.0
Centerville,Georgia,248300.0
Centerville,Indiana,176465.0
Centerville,Louisiana,102500.0
Centerville,Minnesota,367400.0
Centerville,North Carolina,130000.0
Centerville,Ohio,291875.0
Centerville,Pennsylvania,121950.0
Centerville,South Carolina,277500.0
Centerville,South Dakota,257900.0
Centerville,Utah,507475.0
Central,Louisiana,271875.0
Central,South Carolina,204500.0
Central,Tennessee,236000.0
Central,Utah,442450.0
Central Bridge,New York,120000.0
Central City,Arkansas,67500.0
Central City,Colorado,458550.0
Central City,Illinois,62000.0
Central City,Iowa,165000.0
Central City,Kentucky,112500.0
Central City,Nebraska,201500.0
Central City,Pennsylvania,167750.0
Central Falls,Rhode Island,492500.0
Central Garage,Virginia,396156.25
Central Gardens,Texas,266500.0
Central Heights-Midland City,Arizona,165000.0
Central High,Oklahoma,274750.0
Central Islip,New York,498750.0
Central Pacolet,South Carolina,63000.0
Central Park,Washington,375000.0
Central Point,Oregon,398500.0
Central Square,New York,225000.0
Centralhatchee,Georgia,469900.0
Centralia,Illinois,83250.0
Centralia,Missouri,214500.0
Centralia,Washington,369500.0
Centre Grove,New Jersey,276000.0
Centre Hall,Pennsylvania,282000.0
Centre Island,New York,3100000.0
Centreville,Alabama,187450.0
Centreville,Illinois,44000.0
Centreville,Maryland,477250.0
Centreville,Michigan,185944.0
Centreville,Virginia,557390.5
Century,Florida,93000.0
Ceres,California,450000.0
Ceresco,Nebraska,235000.0
Cerritos,California,1047500.0
Cerro Gordo,Illinois,99250.0
Cetronia,Pennsylvania,329525.0
Chackbay,Louisiana,293750.0
Chadds Ford,Pennsylvania,600000.0
Chadwicks,New York,244500.0
Chaffee,Missouri,124750.0
Chagrin Falls,Ohio,560000.0
Chain Lake,Washington,923805.5
Chalco,Nebraska,275500.0
Chalfant,Pennsylvania,114000.0
Chalfont,Pennsylvania,542434.25
Challenge-Brownsville,California,332000.0
Chalmette,Louisiana,238500.0
Chama,New Mexico,265000.0
Chamberlayne,Virginia,387550.0
Chambersburg,Pennsylvania,231000.0
Chamblee,Georgia,503500.0
Chamita,New Mexico,175000.0
Champaign,Illinois,206250.0
Champion,New York,195000.0
Champion Heights,Ohio,179000.0
Champlain,New York,180000.0
Champlin,Minnesota,359750.0
Chancellor,South Dakota,60000.0
Chandler,Arizona,442500.0
Chandler,Indiana,187500.0
Chandler,Oklahoma,168000.0
Chandler,Texas,268883.75
Chanhassen,Minnesota,474950.0
Channahon,Illinois,360000.0
Channel Islands Beach,California,1637500.0
Channel Lake,Illinois,276500.0
Channelview,Texas,240500.0
Chantilly,Virginia,655990.0
Chaparral,New Mexico,221950.0
Chapel Hill,North Carolina,515000.0
Chapel Hill,Tennessee,352250.0
Chaplin,Kentucky,193450.0
Chapmanville,West Virginia,119500.0
Chappaqua,New York,1172500.0
Chardon,Ohio,271000.0
Charlack,Missouri,144962.5
Charlemont,Massachusetts,495000.0
Charleroi,Pennsylvania,50000.0
Charles Town,West Virginia,367978.5
Charleston,Arkansas,129900.0
Charleston,Illinois,133225.0
Charleston,New York,157500.0
Charleston,South Carolina,590250.0
Charleston,Tennessee,214500.0
Charleston,Utah,2183190.0
Charleston,West Virginia,191200.0
Charlestown,Indiana,222000.0
Charlestown,Maryland,416250.0
Charlestown,New Hampshire,776266.5
Charlestown,Rhode Island,555625.0
Charlotte,Michigan,177250.0
Charlotte,North Carolina,407750.0
Charlotte,Tennessee,319950.0
Charlotte,Texas,69999.0
Charlotte Hall,Maryland,422225.0
Charlotte Harbor,Florida,213325.0
Charlotte Park,Florida,340000.0
Charlottesville,Virginia,495500.0
Charlton,Massachusetts,500000.0
Charlton,New York,399250.0
Charter Oak,California,720000.0
Chase,Pennsylvania,345000.0
Chaska,Minnesota,429000.0
Chassell,Michigan,239900.0
Chateaugay,New York,65000.0
Chatfield,Minnesota,274501.5
Chatham,Illinois,283125.0
Chatham,Massachusetts,1227500.0
Chatham,New Jersey,1203000.0
Chatham,New York,399000.0
Chatham,Virginia,147725.0
Chatmoss,Virginia,370249.75
Chatom,Alabama,132000.0
Chatsworth,Georgia,273000.0
Chatsworth,Illinois,124500.0
Chatsworth Lake Manor,California,730000.0
Chattahoochee,Florida,141050.0
Chattahoochee Hills,Georgia,727925.0
Chattanooga,Oklahoma,207000.0
Chaumont,New York,195000.0
Chauncey,Ohio,95000.0
Chautauqua,New York,539015.0
Chauvin,Louisiana,101182.75
Cheat Lake,West Virginia,394000.0
Chebanse,Illinois,145000.0
Cheektowaga,New York,228250.0
Chehalis,Washington,357225.0
Chelan,Washington,635000.0
Chelmsford,Massachusetts,574250.0
Chelsea,Alabama,336500.0
Chelsea,Massachusetts,640000.0
Chelsea,Michigan,404140.0
Chelsea,Oklahoma,153000.0
Chelsea Cove,New York,341250.0
Cheltenham,Maryland,462625.0
Cheltenham Village,Pennsylvania,257750.0
Chelyan,West Virginia,235000.0
Chemung,New York,186000.0
Chena Ridge,Alaska,395000.0
Chenango,New York,194750.0
Chenango Bridge,New York,168000.0
Cheney,Kansas,221062.5
Cheney,Nebraska,149950.0
Cheney,Washington,375000.0
Chenoa,Illinois,167000.0
Chenoweth,Oregon,325000.0
Chepachet,Rhode Island,458750.0
Cherokee,Alabama,93750.0
Cherokee,Kansas,45000.0
Cherokee Village,Arkansas,138250.0
Cherry Branch,North Carolina,296330.0
Cherry Creek,Colorado,810912.0
Cherry Creek,New York,101000.0
Cherry Grove,Ohio,321500.0
Cherry Grove,Washington,1293000.0
Cherry Hill,Virginia,600623.75
Cherry Hill Mall,New Jersey,348000.0
Cherry Hills Village,Colorado,3027500.0
Cherry Tree,Pennsylvania,183500.0
Cherry Valley,California,507500.0
Cherry Valley,Illinois,212500.0
Cherry Valley,New York,125400.0
Cherryland,California,855000.0
Cherryvale,Kansas,69547.0
Cherryville,North Carolina,245000.0
Cherryville,Pennsylvania,422500.0
Chesaning,Michigan,163375.0
Chesapeake,Virginia,359975.0
Chesapeake,West Virginia,145000.0
Chesapeake Beach,Maryland,443000.0
Chesapeake City,Maryland,332500.0
Chesapeake Ranch Estates,Maryland,341225.0
Cheshire,Massachusetts,304250.0
Cheshire,Oregon,950000.0
Cheshire Village,Connecticut,452500.0
Chesilhurst,New Jersey,300000.0
Chesnee,South Carolina,245000.0
Chester,Maryland,579900.0
Chester,Massachusetts,655000.0
Chester,New Jersey,570000.0
Chester,New York,330500.0
Chester,Pennsylvania,130000.0
Chester,South Carolina,200000.0
Chester,Vermont,355000.0
Chester,Virginia,371995.0
Chester,West Virginia,102500.0
Chester Center,Connecticut,467500.0
Chester Gap,Virginia,346600.0
Chester Heights,Pennsylvania,459900.0
Chester Hill,Pennsylvania,142000.0
Chesterbrook,Pennsylvania,500000.0
Chesterfield,Illinois,790000.0
Chesterfield,Indiana,151225.0
Chesterfield,Massachusetts,498000.0
Chesterfield,Missouri,540500.0
Chesterland,Ohio,327875.0
Chesterton,Indiana,340000.0
Chestertown,New York,380000.0
Chesterville,Ohio,220250.0
Chestnut Hill,Pennsylvania,518841.5
Chestnut Ridge,New York,845000.0
Cheswick,Pennsylvania,198300.0
Cheswold,Delaware,375000.0
Chetopa,Kansas,115250.0
Cheval,Florida,524000.0
Cheverly,Maryland,520000.0
Cheviot,Ohio,190000.0
Chevy Chase,Maryland,1488500.0
Chevy Chase Heights,Pennsylvania,194000.0
Chevy Chase Section Five,Maryland,1919750.0
Chevy Chase Section Three,Maryland,1520000.0
Chevy Chase View,Maryland,1580100.0
Chevy Chase Village,Maryland,2333250.0
Chewelah,Washington,300000.0
Cheyenne,Wyoming,340000.0
Chicago,Illinois,370000.0
Chicago Heights,Illinois,175000.0
Chicago Ridge,Illinois,203000.0
Chickaloon,Alaska,255000.0
Chickamaw Beach,Minnesota,200000.0
Chickasaw,Alabama,85875.0
Chickasaw Point,South Carolina,428250.0
Chickasha,Oklahoma,167500.0
Chico,California,452467.5
Chico,Texas,235000.0
Chico,Washington,788750.0
Chicopee,Kansas,120000.0
Chicopee,Massachusetts,287500.0
Chicora,Pennsylvania,85000.0
Chiefland,Florida,172000.0
Childersburg,Alabama,169000.0
Chilhowee,Missouri,230372.0
Chili,New York,255000.0
Chillicothe,Illinois,156250.0
Chillicothe,Ohio,185500.0
Chillum,Maryland,426000.0
Chilmark,Massachusetts,975000.0
Chilo,Ohio,52500.0
Chiloquin,Oregon,212000.0
Chilton,Wisconsin,231000.0
Chimayo,New Mexico,270010.0
Chimney Rock Village,North Carolina,711000.0
China,Texas,269387.5
China Grove,North Carolina,275000.0
China Grove,Texas,435000.0
China Lake Acres,California,272000.0
China Spring,Texas,297449.5
Chinchilla,Pennsylvania,275000.0
Chino,California,697089.0
Chino Hills,California,930000.0
Chino Valley,Arizona,547500.0
Chippewa Falls,Wisconsin,252900.0
Chippewa Lake,Ohio,235000.0
Chippewa Park,Ohio,185875.0
Chireno,Texas,169000.0
